content,sentiment
i was sitting in a stationhall and watching a lavatory attendant she was very diy she staed to eat something out of a diy cup it must have been something like lard then she took some breadcrumbs out of the pockets of her apron and ate,disgust
honestly i have never felt disgust at any situation in my life,disgust
several years ago i stayed with friends in the mountains for one week we lived in a hut and had to cook for ourselves one day my friend did not succeed in preparing spaghetti that dinner was terrible neveheless we all ate rather much and had,disgust
do not remember any incident,disgust
when i watched a film about the problems of abandoned children pixote,disgust
someone i know and respect sexually assulted a girl,disgust
someone i do not like kept talking to me,disgust
i was sitting in school waiting for my sister to go home suddenly a boy put fire in a paper and threw it were i was sitting the paper didnt get me but i felt terribly disgusted at this cowardliness and irresponsibility that caused a great dis,disgust
four weeks ago i felt very much touched to find an asciatic patient who had asked the very morning to be tapped of the fluid dying in the evening i was really disgusted because this was the medical staffs negligence had the clinical officers don,disgust
finding out that some students are getting good repos they do not deserve,disgust
there have been very few instances of disgust as far as i can remember they are not impoant or woh mentioning,disgust
i was travelling we were person one of them i met at the travel and didnt like her one night i was asleep while she and her friends were talking too loud in the kitchen i got up to ask for silence and since that day i felt constant disgust f,disgust
when my friends and i were camping in a weekend and with little food we met a middle age couple from a small town that invited us to eat in their house their house was small badly built with old and diy forniture and utensils the problem was,disgust
doing this pointless questionnaire,disgust
finding out that my best friend was deceiving me,disgust
i was dancing malipenga traditional dance i exaggerated the steps i was supposed to make in the negative way this happened in front of spectators it was bad for our boma group because i was on the front line where ability is displayed and it,disgust
a colleague and i were sitting on a bench next to an old man in a shopping centre the old man coughed and spluttered somewhat then with his fingers removed the resultant phlegm and mucous from his mouth and transferred it onto the armrest of the,disgust
foreign students playing loud music in the night before the biology examn,disgust
the time i went to see one of my girlfriends at area i found that she was not there but in the room she was sleeping in the same room there were some women visitors with children so the room was smelling very badly with some faeces and urine in,disgust
finding out that the class leader can go to your lectures and his english is worse than mine,disgust
someone told me he was chosen for the english lectures because he was a good friend of the class leader,disgust
my lifepaner is going through a crisis way of life oldfashioned values and can only get out of it by talking bold decisions i have noticed his cowardice and attempts to escape his problems by drinking i detest his drinking and his being f,disgust
i had a quarrel with a friend who lived with me in the same flat he moved out before he went he invited me and some friends for a drink at last he was totally drunk and smelled disgusting besides he told lies about us and behaved as if he was t,disgust
this is an incident that many of us witness in our everyday life in a city like bombay one day i was travelling by bus three men dragged two fellows out of the bus once outside they were beaten into pulp these two fellows who got beaten wer,disgust
i was looking after a dying patient at work one night a young woman my colleague was talking to her relatives and to offer them any suppo emotionally physically and then sent them down to the coffee shop to have a dinner rather than offeri,disgust
the previous incident holds good here also,disgust
we had come back from a programme and we were all three girls staying over at another girls placce one of them staed passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me this girl,disgust
a friend told me how he managed to win the sympathy of as many people as possible he said he first listened to what they said and then he tried to only say things they would like to hear he would never express his own opinion i felt really disgus,disgust
this is an everyday feeling many situational events causes are unclean and diy environment illiteracy povey and neglect of human resources disgust at the lack of perception on the pa of us educated few for the lack of drive and dri,disgust
doesnt apply,disgust
my classmate at tiss has the habit of biting his nails and ever since my childhood i have never liked this habit this person is near me in class dining hall and the campus so i suggested that he should stop biting his nails however he found it,disgust
so of awkward id introduced a lover but introduced as a friend to some members of my family and my niece yavanna whos six was home from school and at mums and dads and was really silly and at first it was ok but it went on and on yukky,disgust
disgust no maybe it is more precise to say revultion at a worm or a snake but i mean it in a social aspect when somebody had behaved like a scoundrel to you when by his actions he has made you change your attitude towards him but i thing this f,disgust
we had gone to our native village and i went to visit a tribal group which believes in goddess kali as it was a festival day they had to offer a hen to the goddess so they cut the head off a hen right in front of my eyes i felt disgusted and eve,disgust
i am disgusted with my sisters husband on an early sunday morning after having knocked at my door he suddenly rushed in and finching me still in bed he began quarrelling about something i could not understand i heard his last words dont st,disgust
ecoactivists demonstrated against a project to build a power station at the danube in the middle of a lowland forest hainburg and the government decided to delay it for another year when my father heard about it he said that we needed another h,disgust
some students whose english is worse than mine can go to your lectures english lectures,disgust
never experienced,disgust
yesterday i was just about to cross the road when a country guy who was ahead of me spat out a mouthful of betel juice on the road it was very windy and had i not checked my speed i would have had a very good shower of his saliva though i was n,disgust
a drunk man attacked his wife and wanted to humiliate her by insulting her then he turned violent and staed to beat her in front of her child she left it happen without saying a word in order not to make things worse i watched the scene and tri,disgust
a boy in my class talking too loud in the lecture,disgust
someone told me i was chosen for the english lectures because i am good looking,disgust
