content,sentiment
absolutely truthe horror of it still washes ovr me sometimes if i think abt the actual last days but the gd memories go on,sad
we all know and yes dont remind me im so effin jealous fuck aust some times,sad
lmao man i was so bummed when she stopped braiding,sad
sorry i missed you saw you across the way i was busy taking pixabt came to meet ubut u were gone,sad
aw yes we had it out for weeks got asked to return it in end i wish they had just bought it for me never mind,sad
very interested however low carbs for the next month means no beer for me,sad
sad thing is that i wanted to work there for years it was my dream job was crushed when i saw how crappy it was still bitter,sad
ive had the week off toobut i have biology exams to revise for so my bones time is limited,sad
they used to have a book expo in canada toronto but the cancelled it this year,sad
i want more but its just so bittersweet lol,sad
hey is it going to be viewable in the uk this time it broke my hea when i couldnt play the last one haha,sad
i would but im afraid i got two left feet,sad
that would be really greatexcept im not allowed to talk to boys on the phone long storymy fault,sad
thank you mr president,sad
i didnt get the joke,sad
yes i really do,sad
im better today yesterday was really hard its still just so unbelievable i miss him too and probably always will,sad
thought you was one of the best on heroes pitty they are killing all of the good characters off how do i use this thing lol,sad
unfounatley it is the tooth kind of crown,sad
she maybe that was our first mistake not everyone is as cool as brown nose moment,sad
can you fedex me some pizza i have to cancel my nyc trip until later this summer,sad
the one day i want to listen to you live and the stream is down enjoy you on podcast all the time,sad
aw im not goanna get to see you tonight cos i have to leave tots early to go to missys bday pay pullin a double haha,sad
waah were no longer your peeps,sad
oh dear that is terrible however moleskine notebooks rule a lot,sad
i missed the pay i bought wine and everything,sad
really,sad
for the record is still the saddest thing to watch quotim gonna go through life like the karate kidquotand so am i,sad
aww thats horrible xd,sad
i live in manchester england but still have never been to london,sad
if u watch the hills in london u will realise what touure it is because were weeks and weeks late i just watch itonlinelol,sad
it just upsets me becasue like years we have loved them and then this happens imm really uset now x,sad
gutted you wont be on live office girls anymore,sad
hang in there health should be priority right now i do hate seeing good people get mistreated so im genuinely sorry,sad
hey you did you ever preorder your sims im so sad im too poor to get it right now,sad
that really sucks i think i might cry if i skipped over anything impoant i dont have comps are getting to be disposable,sad
that was like eight years ago not so sure it would happen now,sad
ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,sad
excited about the new pushing daisies episodes but it makes it that much worse i had finally gotten over the cancellation,sad
i just found out about the giveaway i wish i would have known sooner what happens with the unclaimed cities,sad
im so sorry do you want me to call if not i will be on aim in a couple of hours if you need to vent,sad
come online i need someone to talk to,sad
i would love to learn trapeze ive wanted to do that since i was a kid sadly theres no place where i live that teaches,sad
that ur anti is what i understood from the message sorry left off ur dont vote bnp msg at end due space,sad
why would you want a clone unboxed a new quot imac last night and its beautiful too bad its not mine,sad
good to know im not alone in my confusion,sad
unfounately not yet i am still without licence,sad
thats not great guy related,sad
sorry the response to my assistant job has already been filled please check back soon im sure she will not last long,sad
i need one too,sad
asap but kids are asleep i have a car seat for arianna we can take her with us i need to pay vs bill,sad
me too no one even liked my answers to life last night pshh,sad
its oki was kinda feeling ignored anyway and its sunday arvo pm going out for lunch amp wine,sad
oh no poor you,sad
miss you captain,sad
aww im sorry im home now hope your ok i love ya wifey lt xx,sad
no i fell and effed my arm up today and now i have to do back drive,sad
i miss u ceddy,sad
why i aint on ur list im hu,sad
i wish you still loved me,sad
i wanted to come to bz this summer not so sure anymore a teachers life in the summer sucks,sad
so just pointed out to me that she has not been able to be involved in this convo for lack an iphone,sad
well as you can see ive been blah blah blahing so muchyep i forgot im sorry butim here,sad
i know it just falls right at pm my time like right in the middle of the day,sad
its nto as good,sad
no its just going to be me we couldnt come up with enough money to get his ticket,sad
goodnewsweekhtm lt this is it definitely nothing christian about it,sad
aw,sad
has more followers than me i wanna be as cool as her follow her so that will never happen,sad
fiscally responsible is fiscally over rated,sad
haha hey well if you were in the elevator you should have said more,sad
shit that is awful could not believe it at first so sad,sad
yeah and neither of them are in huntsville i would so quit both of my jobs here for one job there,sad
d you get hate tweets thats sasd,sad
me too i dont know why every time i listen to it i sta to cry,sad
and nanawish i was there last night,sad
that is actually a better name than fluffballthegodzilla my youtube username ive been beaten,sad
charlene my love i miss you,sad
if she sees that she will cry lol,sad
they got attacked by the club,sad
i miss coffee,sad
alas we cant broadcast the lunches as we have no bandwidth in those rooms,sad
tinycc doesnt seem to load for me i was thinking on going to the batting cages but apparently you gotta book in adv,sad
it was blatently your fault for just shoving it in the bag when i said no i felt that you had very much tricked me xx,sad
yeaaaahh,sad
ps sorry about ur uncle,sad
and im just going into work if we were married we wud never see each other,sad
im riding the highs and lows of moods now chores blow,sad
why thankyouu,sad
i feel the same way every day,sad
i think im just going to wind up going home and go to bed,sad
according to bow wow his bestfriend chris is not on twitter and doesnt want to be because of haters probably,sad
the justice left when dj talent was voted off n,sad
i tryed that the other day but they werent giving up what they were using,sad
hey aww man no i didnt ignore you i just dont have mobile web so i can only txt i can see you unless im here gt,sad
very im ill and attempting to remember lots and nothing is going in,sad
btw i am not a wimp,sad
i am saddened to see you felt the need to comment about clay i know you dont care but you lost one follower today,sad
poor love hope you get to relax somehow on the weekend,sad
oh im sorry youll have lots of fun though should be a great time,sad
nope im nott i was planning on doing but my aunties come over from america and were havin this big family meal so i cant xx,sad
you left me first and left your bed here for me to look at,sad
bad luck oh well next time you will be more lucky,sad
the signal that makes your internet quotgoquot is pretty bad getting a tech out will get that fixed up though,sad
i have the most failures using lacie drives,sad
lol as a target employee they forbid me from that place no i usually go in and buy like everything along with commenting,sad
im so ready for the weekend did you see all the flash flood warnings for around here,sad
poor beta i took him to seattle riding on my lap on the plane he was happy here until our week long outagecold did him in,sad
lmao i want him to reply booooo you reply to one of us lmfaoooo,sad
i told u i tried but said it was late cause the girl i was with took ever get ready they wanted to meet up by,sad
the kid that got a second chance shudnt have mowgli didnt gutted,sad
oh fck i completely forgot about thirsty thursday oh my gaga this sucks,sad
caught me at lunch today you were correct of he stalking me,sad
there were attempts to somehow extend inner classes which would be close to cant find the ref atm,sad
and i still recall how helpful you were way back when as i struggled on an ar contest question,sad
i know its awful but never fear ive got loads of funds so we can have a drunken catch up postexams ja,sad
hugs still feeling poorly are you,sad
quoti saaaaaaidquot haha it kinda makes me sad though httpbitlyujua,sad
lure her in with a foot massage,sad
the cokies arnt real imaginary will hav to do mmmmmmmmmmmm cookie,sad
car not happy big big dent in boot hoping theyre not going to write it off crossing fingers and waiting,sad
awwwwww sorry were going to miss you,sad
trying to watch your vids but the audio has been disabled,sad
oh sweet ill definitely check it out when i get the chance,sad
ive been wanting but will be gone mo amp have to close my shops,sad
no bueno hollykins needs to feel better asap ps i miss you you done with uni soon arent you soproudofyou,sad
i cant stand summer fever for me and when the weather gets really humid lol,sad
theres just no air,sad
sad nothing,sad
thats a bummer i havent got one yet been waiting over a year grrrrrrrrrrrrrrr,sad
wtf kinda best friend am i i still havent met the hubby that depresses me,sad
i am surprised you havent fired for announcing the whole world of they body theyd found quotselfishquot,sad
how could you go to cali without me im sad,sad
yspitta was caught in traffic around the howlin wolf for about mins i was wondering wth was going onmusta been nice,sad
aw gutted,sad
following and followers not nice,sad
dr hook awesome,sad
man that sucks and i feel your pain if you were local id buy you a cup of coffee,sad
lol zzzzy in office and im alone in my bay again,sad
im sure i will cry at the most unoppounte spelling moment,sad
not yet sorry,sad
woof i wish i was allowed to go,sad
i have been to tara thai a few times for friends bihdays and the food i had was pretty bad,sad
awesome such a shame though mark who was the fiddle player died last month fab version of good riddance i have the album,sad
where have you been child i miss you we havent msned in days,sad
sooo sad i will miss you here in san diego,sad
the thought of splitting the estate is depressing of course kidding i dont like the thought of my parents dying,sad
miss you too it isi never want to come homeseriously,sad
you got me singing falling in love now only im changing the week day to saturday doesnt quite fit,sad
youre welcome char glad you liked the cake its pretty simple you should give it a try,sad
hey mr danger,sad
if so the tmobile g is the hummer h i wish i had the battery life of an iphone,sad
yeah it totally sucks i hate not being able to breathe thanks for the ff,sad
quotyou guys could have fun in a cardboard boxquot i miss you already bro,sad
hahaha this is super late but thank you,sad
snitchsneeker photos were cool but dang whats up with all the comments about your chest hair thats just creepy,sad
sadness you could hang out with me and feel less apathetic,sad
im so upset u were at us weekly my uncle works there but he apparently didnt know how big of a fan i am,sad
miss you in that s show,sad
btw i still cant believe how awesome the newjabbakidz performance wasu in the masksi screamed at my pc,sad
ohh im watching my best friends wedding its so sad,sad
that was so disappointing,sad
your youtube account is down,sad
thts kinda young me boo,sad
yes i love it its just a little bit complicated because i want it on my bb but it doesnt work,sad
dude that honest to god happens to me all the time minus the trail mix,sad
hardly some of my furniture is being shipped from who knows where and is backordered i may cancel and shop local,sad
not columbus but just wanted to say sorry to be missing indiana show tomorrow so sad i will be in the woods with gs,sad
haha yes and that is bs all men lie show me one who doesnt and ill marry him,sad
working my day weekend is over aah well another one coming in weeks,sad
wat do u mean by killed it and yes im sure lady gaga did do awsome,sad
as do i leopold says hello,sad
it looks like it did in ohio after a tornado hit,sad
i listening your album on youtube so awesome but i cant buy it,sad
want to hear something funny im yours is on the radio right now,sad
is enough time if i get into vip but i know that doesnt make up for it at least theyll have each other,sad
please no more tweetmemes,sad
but but but i want steak,sad
how you get a day off and you still aint hit me where is the love,sad
awww thats nice you both make a really beautiful couple you balance each other,sad
he could be talking to me hes probably not though,sad
it doesnt work with the iphone yet i love it for the simplicity but i need to be able to so tasks on my iphone to be useful,sad
i wish i could see that first hand,sad
lol i hate when that happens all hyped up and its over before you know it lunch sounds nicehope you have a nice time,sad
been meaning to email you for months your prereunion pay must be coming up soon really wish i could be there gt char soon,sad
caant iht be earlier icant wait that long ahar,sad
demi you were so pretty with youre bangs and everything you look too grown up in this picture i liked your bangs,sad
or with other food like i cant put penutt butter in my bread it always broke my bread y need to tosted too much now,sad
ooh but you soon get to meet the dung mice,sad
hey twit just watched poor holly on britains got talent poor thing people are so mean she only a year old little girl,sad
ah man thats sucks what happened to it thats prompting a reinstall,sad
your not alone im gutted i missed the convention too,sad
yesbut now im not going to be paid to be in the pub,sad
nothing,sad
hey dee i wish i could make it to the mastermind session tomorrow im in a wedding in statesboro hope to chat soon,sad
lol shes offering me a case of guiness can you one up her if you buy me two ill stay lets sta the bidding wars,sad
yo wake your ass up and go to work go get that paper u aint sick dont lie,sad
oh whoops my bad,sad
omg i am so sorry sorry i never know what to say,sad
thanks for adding no befriending no uh oh never mind thanks,sad
or least for the firmware upgrade just buying some time until i get my tax return really,sad
sorry i didnt message you yet i couldnt get my thoughts straight but tomorrow ill try goodnight,sad
so neat hearing u on kiddshow today wish i was there,sad
its cuz you love me dont make me sad,sad
nooo it was a real mushroom but our neighbor uprooted it,sad
youre so lucky we have weeks until summer,sad
me oh wait wrong state,sad
im always blunt with my feelings never seems to do any good,sad
i wish you were here to take care of me,sad
oh mann das ist super lustig du armer macs age months battery charging no garantiefall,sad
ahhh u know ur shtlove it lol hows the next issue coming along been out the loop sowwy,sad
im upset cuz now everyone agrees,sad
ask mark if he still has that old blink sense of humor i miss it,sad
idk im only a stupid th grader,sad
re swa amp pets good news for owners bad news for people w allergies who needed to fly for less sad for many i know,sad
its because were right,sad
what mileys gonna quit hannah montanai dont wanna believe it,sad
damn i missed it too,sad
so sorry to hear that i lost two hard drives this year i know the feeling,sad
i dont evn talk him no more it was a huge mistake i shoulda listened her i kno shes disappointed in me,sad
didnt drink enough for a hangover just tired and over worked,sad
its been raining every single afternoon in sflorida not fair hehe,sad
ooooh boo we only see each other at the bar at s well or miss each other ill make a pt of stopping by,sad
not fare lady no body naps while i am at work,sad
i think its less of a tribute and more of a parody,sad
cant really do anything about that now can i,sad
well my team couldnt,sad
already theres none left back to cabbage soup,sad
yes i blame you all,sad
ld come if u could but australia is just too far away,sad
im not feeling very inspired todayi was suppose to be the bham conce tonight,sad
at home im so lonely here,sad
oh noes melted ice cream do not want,sad
i have no minstrels i might have to grab some from the petrol station before i head back to work they are delicious,sad
buu i didnt get it right plop i was so close quoturbanquot,sad
well their not gonna fit her in with this big long adveisement,sad
there are currently penguins at the mn zoo but we can go sometime soon,sad
i get migranes so that leaves you to either ahritis andor gout,sad
yes nice i missed a lot of fun damn exams you are looking goodhair,sad
have a great show doug have fun im sorry that i wont be there to watch you,sad
me too hehe i hate colds totaly annoying,sad
how can i read the floyd aicle says its private,sad
just checked again and it worked sorry,sad
my pleasure i really enjoy your random word poetry and am disappointed when i miss out on paicipating,sad
im not sure as ive never used it sorry,sad
poor thing come watch tv at my house lol,sad
like u said quotgive tc a chancequot we will miss thomas but have to move on so watch this httpbitlyrrfc,sad
im suffering from the internet that works bad only sites hosted on russian servers are available for me,sad
sorry about mr grey menlo,sad
i also used to be close with adiel and sabby but now they changed alot i like when we were in sec,sad
dont depress me i have the motherinlaw staying the weekend someone else to wait on other than the kids,sad
i want to forgive and forget this please and i dont like him i promise i am going to live without drama for nowso please,sad
really im an alumnus and i dont know myself and we didnt have macs yet when i was there,sad
really has anyone got through to the finals yet yeah was it i was stuck in class for most of it loveyoufletch xxxx,sad
me too i am down euro,sad
too bad u can always change ur profile pic again,sad
huh pr from to,sad
yeah i didnt realize how bad it all was till now,sad
roflmao i feel inspired to go sta a huge bonfire now,sad
ive wondered about rake to the client has made it clear net only dont force devs to learn a new lang,sad
i didnt have many in there just and the that got deleted was just sent days ago and i cried is on the rr and i am,sad
oh work poor boy,sad
no i didnt get your text,sad
grrr people suck i cry when animals die on nature shows these people are sick no hunting endangered species,sad
can only walk on streets as am in london townno fields,sad
no such luck and u arent coming to detroit luckily ill be seeing u and the crew in chicago,sad
do you not like tules,sad
just bad day tt gyah no car babyclient is teething and miserable i forgot to pack a lunch and i has to get a new car,sad
i wish you were here nowww grrrrrrr,sad
we are soooo sorry we love kitties and know how much they become a pa of you,sad
i lost that membership when i got boosted to the d club its lonely,sad
well you my man you and your truck are too many miles away,sad
hope that migraine doesnt stick around for too long,sad
im sorry about you are still sick u know most of them and i know that u will guess the quotpelzer presentquot,sad
ha thanks bryan and dont remind me about the state budget issues actually steve only has staffers in offices,sad
hehehe barry killer u need a pic,sad
never met you in person but miss you like hell that must be your charm,sad
aww honey im sorry,sad
miss u more,sad
still the couhouse happy to have a job sad its this one,sad
i know its heaps awesome if your not working all weekend,sad
awww bless him i am indeed coming days woooo are you,sad
cant wait for that recently bought metallia guitar hero but cant play it coz my sony tv went kaput,sad
innerchildsarah likes cookies and is sad that you feel sad and guilty,sad
ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here,sad
ah hate it when that happens the race to erase ms is this week are you going,sad
its ok it just hus abit i thought i was doing a good job if i was rude to people i could understand x,sad
well i can tell you i didnt marry my like maybe thats why im stuck in situations like i am now,sad
i had to work and missed it shannon could barely contain herself she had an amazingly good time,sad
i missed you todayi know you must feel very tired i will give you a massage tonight,sad
miss u m we need tae have a catch up n that,sad
i am soooo disappointed that that is what he looks like btw the image is gone,sad
im sad that i missed you guys last night,sad
oh no i wish i could lay out in the sun i have no gardenlol,sad
i have that problem with adult shis too its so annoying since a lot of adult player shis dont come in kid sizes,sad
im no longer blue,sad
i am so upset i didnt get tickets of my all time fav aists at one venue,sad
man i missed it ive been waitn all day u giv the tix away amp then whn im rappn up wrk u gav my tix away im sad,sad
i know i can read bt i cant sit outside coz i gota answer the phone,sad
oh unfounately not,sad
im pretty bored with it too,sad
sounds like a terrific service im sorry to hear about her mom,sad
is a no show for lunch eating solo at noodles,sad
i get to go to coffee now its no fun i hate it too,sad
noooooooo i miss you sooooooo much gaah,sad
you dont wanna see me while youre here,sad
how dare u after all the love making weve made over email im a stranger u never replied,sad
dont forget nash how disappointing as a suns fan,sad
have a great camp wish i could be there,sad
yeah s i feel all funny cause i havent slept enough i woke my mum up cause i was singing shes not impressed s you,sad
that sux but mayb the btr u nvr know,sad
never noticed that before but youre right guess thats because my hea is always dreaming of travel,sad
yeah,sad
im trying really hard not to hate you,sad
its my mums lol they havent got me anything yet sad sad haha,sad
httptwitpiccom sniff i feel so left out grin,sad
i cant seem to find it can you send it to me again please oh and tag it too lol,sad
they have their headaches the morning after instead,sad
but yeahim sad about my quotravenclawquot account i love that account to bits,sad
i wish for kiau to go cat heaven too and meet my seuss,sad
aww me too we miss you,sad
oh thats good my top are the haunted housesound one bakery inside ralphies body amp i forget,sad
you do a terrible job of hiding it,sad
oh poor thing hope its easily soed out and not too expensive,sad
im watchign the garden from the windowfar too hot for me,sad
shame freud cant follow up on those implications,sad
im gonna miss the show at whitby for the weekend btw i love your show radio is always on ly x,sad
it does but the screen is dark so when i click it i hang up on whoever im talking to,sad
everyone seems to love it but it felt kinda lazy and repetative to me i was really disappointed,sad
thats right kick me when im down,sad
defeated by a polo,sad
hehe its an option if the adveising world wasnt such a mess so i might in future were on same time yes lget i dg,sad
never ever smoking around you again,sad
have fun i am sad to not be with you guys,sad
boo for being at work during but at least youre still here,sad
poor dead josh httpbitlyjkphn please leave your messages of condolences there thats sad,sad
hah just wait till you turn,sad
sorry to hear that if i didnt already so much planned this weekend id have considered going too,sad
im dead bored but also dead poor student life is a piss take,sad
no panasonic chargersorry,sad
im a jerk now i cant go out dammit frank why do i suck so bad,sad
no you didnt send pics i was supposed to go with but shit got all fucked up,sad
brief interruption brb goodnight if i dont catch u again later gotta ck something,sad
lmao i need a shopping paner today,sad
yea just fun divea bit scary sometimes but fun u like diving,sad
theres a year waiting list to get an appointment,sad
was being sarcy as usual,sad
nice your book will be a ready reckoner for new stuff next time im there,sad
i miss u,sad
yeah it is very very dry down here,sad
it wouldnt let me download it cos it said im the uk i had a little cry,sad
will they have your video available online i have been gone all morning and missed it after waiting so long it,sad
my film didnt come out the camera was broken lamesauce,sad
dude fail i know exactly where this place is too,sad
lol seriously fail sigh,sad
i know lame,sad
hey have a great gig well have to do exchange of tracks via ze emayal im all lost in loops right now and still writing xx,sad
im depressed like so baddddd,sad
ok i believe youbut i have a belly buttonlol,sad
saw the deforestationso not surprised of bad back but moan back at youlol,sad
im so jealous i want to go to ny,sad
sadly we were too late for traceycakes but we got them elsewhere not the same but still yummy tea w wee on wknd,sad
heard you slutted it up im totally jealz i missed it maybe next time,sad
oo noo thats not good,sad
ps am gutted went to order dead famous on dvd today from amazon couldnt find my wallet went back and last one sold out,sad
stop being mean to me ur huing my feelings,sad
my hea hus for them imagine how shit their skin will be when theyre twenty from all the stuff they smeer on it shame,sad
id love to be able to bikebuswalk to work but it isnt safe in my area,sad
quotstunningly beautifulquot and quotnew piecequot dont usually go together wish i could go,sad
my feelings are hu,sad
i wish i was outside,sad
i was just thinking about how excited i am for you guys to move but then i realized how sad i am to see you go,sad
i hate cat pee,sad
if only wouldnt have some fiftythousand followers hugh lauries just a needle in a haystack now,sad
youre just jealous guess youll be walking around the office tomorrow in your malo,sad
it didnt from research the traffic in this beautiful system of twitter is approx msgsecond mine only grabs msgsec,sad
know exactly what you mean ive lost too many friends i do feel for you all,sad
i wont be getting any rotf toys till much later tell me if anybody isntis woh getting,sad
i know and he laughed at the stupid womens rights joke wth glad we have the same humor,sad
who knows it makes me sad lol,sad
i trailed the streets of sheffield and couldnt find the pub and all the numbers i had were landlines how goes it,sad
i had bad net issues on weds so couldnt broadcast am on tonight tho tune in for new anthems and bad mixing,sad
britains got talent such a cute little girl feel so sorry for her hope simon finds the time xx,sad
ino o i was near crying for her sometimes i forget that its actually live tv am i talkin about the sme thingsxxxx,sad
ohhh ok thats upsetting sorry for wasting your time xx,sad
that little girl on bgt how sad i cried lol xxxxxxxxxxxxxxxxxxx,sad
hmmmthe one restaurantone grocery is sad not the dukbolgi,sad
bummer was going to try and make it other commitments im afraid got into the way next time hopefully,sad
it sucks doesnt it,sad
no ghost whisperer what am i going to do without j love,sad
oh its not the mothers day in france but in germany and in the usa that is it,sad
im not happy im emailin a complaint haha il hav listen again on sunday,sad
sorry change of plans for me revision for monday exam in a park with one of my friends,sad
i know how you feel takes far too much time out of my life,sad
theyre at the bottom of the thing and arent moving at all feels bad man,sad
are you sure you want to know its httpbitlyauuac it makes me want to run in other news happy star wars day,sad
i wish i could have a pole we got no space for it maybe i should throw out some furniture and get a pole,sad
yes i think so unless it changed i sent u a happy mothers day text but u never responded back,sad
need a tickettttt gah ya youve got me on there reason havent listened to dear elliott for a few weeksoverdue,sad
missed your show tonight just had to go up to lake erie and enjoy the quiet,sad
my husband is loosing his goverment job due to downsizinghe is looking for a new job but cant find one in our small town,sad
im not that good yet my parents still buy me clothes and stuff when i need them gtgt but i dont get pocket money anymore,sad
im work and missed everythin yesterday but dont know wot anybody,sad
well atm anyway im only managing cos i have no musical talent ps horrible thing to say bout rove,sad
haha yeh lol maybe i missed the last roadshow cause of rain,sad
that is so not good your box is woh way more than that,sad
hahah me too except for when haley gets hit by a car but yay leyton,sad
ive been trying not to think about that,sad
aww thats awful makes me so sad,sad
just showin some love to ya and im really gonna miss greg beemans directing next season yalls commentaries r so funny,sad
i miss yoooouuuu,sad
sorry about it,sad
unfounately for us it looks like there are no funny people on twitter should we move to fb or sta our ownflitter,sad
that made me sad,sad
you should,sad
awww so thats him nice attempt at hiding from the camera,sad
thats what i get for writing up my halloween interview w danielle harris darn i was too late for the contest,sad
awww too bad i wont be there id enteain the thought of entering,sad
i wish yallunfounately i wont be able to make itgotta work my nd gig today,sad
chris and i are staying in glasgow instead cause there is absolutely no accomodation in edinburgh due to the marathon,sad
i wish i could have time for my xbox project all tied,sad
i know yopu only just got round to watching it i cried,sad
my stupid putet wont let me go to your chat,sad
ahhahahaha ariyan i want to listen to that now i used up bandwidth by downloading a hamish and andy podcast,sad
damn frat thats too bad should be a good show at least im hoping so esp since its in bk,sad
super but i caught a cold on the plane not as far forward in line as id like but the extra sleep was dearly needed,sad
as a kid i remember searching with the local video store owner in a godown got a video tape with fungus badluck,sad
would love it but have plans,sad
too bad vo got me sick i think amp i dont even have meds to feel like you,sad
that was the class i was keen on guess i have to wait for next summer bummer,sad
glad you had a wondrous beltaine mine was quiet yet in sync with the season miss you all,sad
screaaaaaaaaaaaaaaaaaaaaaaaaaaaaam never freu you zu frh,sad
you go to sleeeeeeepz,sad
girls are confusing,sad
we could probably get some for it on craigs list list it ill cry later,sad
the geek the stepson and the live in nanny love bgt me cant stand it had to watch tv upstairs all alone,sad
um i was thrown from s van yesterday and had to be taken to the er,sad
cereal doesnt come with toys anymore i jus been thinkin i was buyin the wrong kinds say it aint so mo,sad
you mustve read my mind i was going but now its thunderstorming and i have to pick up the boys from the bus stop,sad
we hate change so of course were fans for life lt oh and if we havent met rob by then something went horribly wrong,sad
hahaha i miss bradddd and all of the guys and keith,sad
that was my entire week i didnt get to design once while at my graphic design job only at home doing freelance sad,sad
if only the drinking game was tonighti dont have to work till tomorrow,sad
haha me tooooo i miss you i havnt seen you in ages,sad
and i cant get to mine keep getting an error,sad
i would share mine but i have no hair,sad
patience its woh it,sad
awww poor leg sends viual hug x,sad
i didnt even get a chance to shop aldi,sad
my bad i am always running,sad
missing jmichelle told you treat me like a step child smh,sad
i sorry,sad
lol when i went to buy my new laptop in feb i already knew lol but i looked anyway and walked away sadfaced,sad
im having trouble finding really yummy egg free icecream got any recommendations anyone,sad
lol sorry bout today did u get them amp what else r u guyz doinq cuz i have to c if im eligable howeva itz spelled lol,sad
just a question are you guys liek famous or anything haha and miley followed you luckkyy im so jealous,sad
oh i didnt realize its on at as well already at work or as today still in the car dont ask,sad
ive begged my mum to lt me get them out the attic but she wont let me waaa and yes was spoilt hehe,sad
k i guess i cant help it byeee eva m really sad,sad
i like it and all butttt your not going to have it at the august th conce which hus my feelers,sad
luvvv it but one aquestionwhy isnt there any full moon crazy tour date for toronto,sad
your picture makes me thristy everyday,sad
darnit see what happens when i avoid teh interwebs for work,sad
can you please have a sho stakc competition,sad
youre such a kiss ass looking forward to central mountain and pacific mothers day tweets dont forget about pei,sad
hm sorry to hear that well keep holding on my break is over ill go take a nap now,sad
just nothing perfect in life darn it,sad
but is right this is like the cape breton coal mines but no lessons learned,sad
yeah it can be tough some times,sad
if i can get a ticket but the pickings are lookin slim soo prob not,sad
oh no im very sorry to hear,sad
aww i thought you forgot me last night i was i hardly have my twitter on my phone so just text me in the evenings ok,sad
im just sick of stupid guys but for a moment u make me believe not all of them suck then i get back to reality,sad
me because my ex boyfriend of years we broke up months ago is engaged to his gf of weeks sad embarrassed hug,sad
i dont think they sale ciroc where i staydamnthats just my luck,sad
if i knew it was gonna be this kind of pay i wouldve stuck my dick in the mashed potatoes,sad
it is so sad that me and my roommate fry chicken just about every night we just finished tonights batch,sad
my screen is covered with blur hows ya day been kiddo,sad
all my recording eqpmnts out a full day myself and minds gone blank outfit for gay still nt arrived eitha,sad
cant wish i was sleeping gotta be at work in less than hours wait whatre u doing up,sad
oh and i went with my friend to myoh last night but they ran out of tarsier pins so sad he was really cute,sad
i hea mela so so much cept last time i went they booked us in on the saturday instead of the friday and wouldnt feed us,sad
i forgot to put something on that is very essential to my day,sad
noes no kills spiders they are mostly good they eat bad bugs they make webs like we do so you are smushing one of your own,sad
hey sorry i just got the tweet about the puppy and someone already got it,sad
i miss you too i need to talk to you i keep screwing up lovee u,sad
i just wish would send a bruh a dm i wont be on til so i dont waste my erection on a bot,sad
not so good i think thats my fault though didnt use buttermilk recipe was on back of the flour,sad
bc quotwequot only have baby phat phat farm applebottoms amp fubu and they come up pretty weak double,sad
and jarita im going home now and im with two hot guys drool,sad
comon dude always think that things can get worst,sad
awww thats not fair to me now im a lil sad,sad
damn girl im so down but ya gotta let me know so i can get my kit together amp i got a flyer any next weekend iquotm down,sad
hello im back hope that happens not occasionally as on wednesday,sad
in the past it was ok but since ive got my own appament my own carits very difficult to save the money,sad
would luv to hear music too but im out of batteries the tv plays besides but i think this is some kind of vampire movie,sad
seems like u r just pushing your site i really cant beleive you are an it pro and havent heard of or,sad
ouch realising how sheltered my upbringing was,sad
im on blip but cant get it to work on me iphone,sad
southridge was moved a week later cause of swine flu i think,sad
what timeeee my mom says i have to do something daw tomorrow eh but were never compelte,sad
cant figure out how to reply on tumblr sorry i dont get into nyc until so i cant go to any events b then,sad
lol now your making me feel bad for not coming on lol,sad
yea yea im about to toure myself by doing a stanky leg marathonima do the dance for hrs til i cant no mo,sad
it is a recession,sad
no as a result the salary is a decrease,sad
yeah daw awww wear a mask na,sad
im sorry people are so rude to you isaac they should get some manners and know better than to be so lewd,sad
k what no way no,sad
dont make me sad i do agree tho it does need some more of sas magical lyrics,sad
too bad i cant come enjoy urself tho,sad
i would if i wasnt working today,sad
im so sad we missed you at family reunion,sad
actually the web works fine tweetdeck seems to be the culprit sadness its done this at two diff locations,sad
no credits for me unfounately,sad
thats true i never believe my staff when they call in sick on mondays or fridays lol,sad
i love it to but i knw there gna cut stuff out on tv,sad
hey where do you go last night was expecting to see you on broadway,sad
dont know it really hu my arm guess you have to booze me or just ask or if you dont believe me,sad
i want to experience snow we dont have snow here and it sucks,sad
oh hun im sorry out of everything youve been through the last thing you deserve is to be unhappy at home,sad
izzy so sorry to hear that what a disaster,sad
yeah dnt go there i have dif apps on my phone for it so sad but there is a reason as to why lol,sad
well piss on that i cant get into their site work nor does it come thru on my phone,sad
i wish i could go to your melbourne show but my parents wont let me cries,sad
i dont think ill ever have one of those again,sad
oh yes i ave never orderd from there a lil funny at first to do so i will check it our ta,sad
damnit sorry to hear dude,sad
sadface,sad
good for you mate sadly i couldnt get pissed tonight fucking driving bad times,sad
i was sad yesterday of the guys from my fave band quit the band and they replaced him,sad
poor baby you need some aloe nope sorry no hints,sad
whats for breaky then russtle something up for my hangover please our jamie lmao,sad
thats mean of them,sad
it has however got me out of doing the gardening something for which i am eternally pleased,sad
i miss you too,sad
i need botox work on the lips if im going to change my name to angelina jolie but its a thought sad though about the racism,sad
gets to go home im here until,sad
i was just thinking the same thing i love our morning chats we totally need live gether full time lol,sad
sounds good i still like fridays although it means for me that i have to go to work tomarrow,sad
damn i missed the live show guess i will have to wait till it is available through itunes,sad
